text,text_en,cmp_code,eu_code,party_id,year,sentence_id,cmp_code_clean,frame (Abbie and Dee),frame(Mo and Sam),agreement_column
"Die bes-te Flüchtlingspolitik ist eine, die Flucht unnötig macht.",The best refugee policy is one that makes flight unnecessary.,107,,41113,2017,41113_2017_57779,107,humanitarian,humanitarian,1
Migrantinnen und Migranten Chancengleichheit sichern und Ausgrenzung beenden;,Ensuring equal opportunities for migrants and ending exclusion;,705.0,,41223,2009,41223_2009_73698,705,cultural,humanitarian,0
Wir sind gegen Ausweisungen und Abschiebungen als eine Form der Doppelbestrafung für hier lebende Migrantinnen und Migranten.,We oppose expulsions and deportations as a form of double punishment for migrants living here.,607.2,,41223,2017,41223_2017_82548,607.2,security,humanitarian,0
"Wir wollen ein Europa, das sich auf Aufgaben konzentriert, die nur auf europäischer Ebene lösbar sind: Gemeinsame Außen- und Sicherheitspolitik, Bekämpfung der internationalen Kriminalität, Bewältigung weltweiter Asyl- und Flüchtlingsströme und gemein­same Standards im Umweltschutz","We want a Europe that concentrates on tasks that can only be solved at European level: Common foreign and security policy, combating international crime, managing global asylum and refugee flows and common standards in environmental protection",301.0,,41521,1998,41521_1998_99544,301,security,security,1
und legale Zuwanderung ermöglichen.,and enable legal immigration.,705.0,,41113,2013,41113_2013_35628,705,neutral,neutral,1
Die dauerhafte doppelte Staatsbürgerschaft muss immer die Ausnahme bleiben.,Permanent dual citizenship must always remain the exception.,608.1,,41521,2017,41521_2017_66078,608.1,cultural,cultural,1
In vielen Fällen wird aus rechtlich verbrieften humanitären Gründen ein Aufenthaltstitel vergeben und nicht abgeschoben.,"In many cases, a residence permit is issued for legally guaranteed humanitarian reasons, rather than deportation.",201.2,,41113,2017,41113_2017_57758,201.2,humanitarian,humanitarian,1
"Außerdem steht der SSW als Partei der dänischen Minderheit und friesischen Volksgruppe natürlich für eine fruchtbare Gemeinschaft und Zusammenarbeit von Deutschen, Dän*innen, Fries*innen und den Sinti und Roma im Land sowie natürlich ebenso mit allen Menschen, die aus verschiedenen Gründen in unser Land zuwandern.","In addition, the SSW as a party of the Danish minority and Frisian ethnic group naturally stands for a fruitful community and cooperation of Germans, Danes, Frisians and the Sinti and Roma in the country and of course also with all people who immigrate to our country for various reasons.",607.1,,41912,2021,41912_2021_78889,607.1,cultural,cultural,1
- Das Staatsangehörigkeitsrecht der Bundesrepublik Deutschland muß grundlegend novelliert werden,- The citizenship law of the Federal Republic of Germany must be fundamentally amended,607.0,,41420,1998,41420_1998_51636,607,humanitarian,cultural,0
"Das Recht auf schulische Bildung muss für alle Kinder bundesweit und unabhängig vom Aufenthaltsstatus gelten, auch der Rechtsanspruch auf Kinderbetreuung und Ganztagesplätze.","The right to schooling must apply to all children nationwide and regardless of residency status, including the legal right to childcare and all-day places.",503,,41223,2021,41223_2021_39985,503,humanitarian,humanitarian,1
Die Grenzen der EU werden zu Hochsicherheitsgrenzen gegen Flüchtlinge ausgebaut.,EU borders are being turned into high-security borders against refugees.,110.0,,41223,2009,41223_2009_74042,110,security,security,1
"Der Zusammenhalt in den Städten ist gefährdet, wenn Menschen, die aus Nicht-EU-Staaten stammen, wie bislang vom kommunalen Wahlrecht ausgeschlossen bleiben.","Cohesion in the cities is endangered if people who come from non-EU countries remain excluded from the right to vote in municipal elections, as has been the case up to now.",705.0,,41320,2013,41320_2013_29013,705,cultural,cultural,1
Abwanderung und Verlagerung von Betrieben und Arbeitsplätzen halten an.,Migration and relocation of companies and jobs continue.,408.0,,41521,2005,41521_2005_2110,408,economic,economic,1
"Sie beschreiben und tradieren unsere gewachsene Identität, erschließen uns fremde Völker und Kulturen und bieten Orientierungsmöglichkeiten in einer Zeit, in der sich Normen und Werte aufzulösen scheinen.","They describe and hand down our evolved identity, open up foreign peoples and cultures to us, and offer orientation in a time when norms and values seem to be dissolving.",506.0,,41521,2002,41521_2002_52780,506,cultural,cultural,1
"Bürokratische Hindernisse, finanzielle Engpässe, ideologische Barrieren und tarifrechtliche Verkrustungen erschweren Forschern ihre Arbeit und treiben Wissenschaftler in Länder, in denen sie besser und freier arbeiten können.","Bureaucratic obstacles, financial bottlenecks, ideological barriers, and collective bargaining rigidities make it difficult for researchers to do their jobs and drive scientists to countries where they can work better and more freely.",411.0,,41420,2009,41420_2009_49901,411,economic,economic,1
"Um die Unionsbürgerschaft mit Leben zu füllen, kämpfen wir dafür, dass EU-Bürgerinnen und -Bürger, wenn sie in einem anderen EU-Staat länger als fünf Jahre leben, das Recht haben, dort an allen Wahlen teilzunehmen.","To breathe life into European citizenship, we are fighting to ensure that EU citizens who have lived in another EU state for more than five years have the right to vote in all elections there.",202.0,,41113,2009,41113_2009_5811,202,cultural,cultural,1
Einbürgerung: Bekenntnis zu unserem Land und unseren Werten,Naturalization: Commitment to our country and our values,,,41521,2013,41521_2013_75907,,cultural,cultural,1
"Mobilität umfasst dabei ein größeres Konzept als Migration alleine, denn sie betrifft auch Kurzzeit-Besucher, Touristen, Studierende, Forschende, Geschäftsreisende oder Familienmitglieder auf Besuch.","Mobility encompasses a larger concept than migration alone, as it also involves short-term visitors, tourists, students, researchers, business travelers, or visiting family members.",607.0,,41952,2013,41952_2013_89284,607,humanitarian,neutral,0
Das Recht auf Asyl stellen wir wieder her und setzen die Genfer Flüchtlingskonvention durch.,We restore the right to asylum and enforce the Geneva Convention on Refugees.,201.2,,41223,2017,41223_2017_79130,201.2,humanitarian,humanitarian,1
Geflüchtete dürfen nicht zum Spielball gemacht werden.,Refugees must not be made into pawns.,201.2,,41113,2021,41113_2021_94091,201.2,humanitarian,humanitarian,1
Deutschland ist ein Einwanderungsland.,Germany is a country of immigration.,607.0,,41223,2009,41223_2009_73497,607,cultural,cultural,1
In den letzten zwei Jahren hat die Regierung das Asylrecht massiv verschärft.,"In the last two years, the government has massively tightened the asylum law.",602.2,,41113,2017,41113_2017_57860,602.2,security,security,1
"Wenn nicht nur die entstandenen Integrations- und Unterbringungskosten erstattet, sondern darüber hinaus Infrastrukturgelder zur Verfügung gestellt werden, die auch der Bevölkerung im Land zugutekommen, kann die Bereitschaft zur Aufnahme von Flüchtlingen gesteigert werden.","If not only the incurred integration and accommodation costs are reimbursed, but in addition infrastructure funds are made available that also benefit the population in the country, the willingness to accept refugees can be increased.",108,,41320,2017,41320_2017_10795,108,economic,economic,1
und dass Flüchtlinge wie Kriminelle behandelt werden.,and that refugees are treated like criminals.,705.0,,41223,2013,41223_2013_94658,705,humanitarian,humanitarian,1
Der Bund muss sich an den Kosten für Bildung und frühkindliche Erziehung von Geflüchteten sowie deren nachziehenden Familienangehörigen angemessen beteiligen.,The federal government must make an appropriate contribution to the costs of education and early childhood education for refugees and their family members joining them.,504,,41223,2017,41223_2017_81002,504,economic,economic,1
Insbesondere das vom Ehemann bisher abhängige Aufenthaltsrecht muss aufgehoben und in ein eigenständiges Aufenthaltsrecht umgewandelt werden.,"In particular, the right of residence, which has been dependent on the husband up to now, must be abolished and converted into an independent right of residence.",201.2,,41223,2017,41223_2017_81166,201.2,humanitarian,humanitarian,1
"Zahlreiche Menschen werden aktuell in Rechtlosigkeit und Illegalität gedrängt, nur weil sie keine gültige Aufenthaltsbewilligung haben.",Numerous people are currently forced into lawlessness and illegality simply because they do not have a valid residence permit.,201.2,,41223,2017,41223_2017_82549,201.2,humanitarian,humanitarian,1
"- Wir wollen ein Bleiberecht für alle Menschen mit unsicherem Aufenthaltsstatus, die länger als fünf Jahre in Deutschland leben.",- We want a right to stay for all people with uncertain residence status who have been living in Germany for more than five years.,705.0,,41223,2013,41223_2013_96892,705,humanitarian,humanitarian,1
"Die Bevorzugung von Migranten in Form einer Quotierung, unter Missachtung des Leistungsprinzips, muss ausgeschlossen werden.","The preferential treatment of migrants in the form of a quota system, in disregard of the performance principle, must be ruled out.",201.1,,41953,2021,41953_2021_83926,201.1,humanitarian,humanitarian,1
"(c) die Ermöglichung der Unterbringung nicht abgeschobener Krimineller im Ausland,","(c) enabling criminals who have not been deported to be housed abroad,",605.1,,41953,2021,41953_2021_83711,605.1,security,security,1
Die Potenziale der Migrantinnen und Migranten und derer Kinder finden sich in allen gesellschaftlichen Bereichen wieder.,The potential of migrants and their children can be found in all areas of society.,607.0,,41113,2005,41113_2005_97480,607,humanitarian,economic,0
mit Weltoffenheit und offenen Grenzen,with openness to the world and open borders -,201.0,,41221,2002,41221_2002_48342,201,cultural,cultural,1
"Insbesondere angesichts der Klimakrise und der zu erwartenden steigenden Zahl von Klimaflüchtlingen wird Migration eine zentrale gesellschaftliche und politische Aufgabe bleiben, deshalb ist ein geordnetes und gut funktionierendes System unabdingbar.","Particularly in view of the climate crisis and the expected increase in the number of climate refugees, migration will remain a central social and political task, which is why an orderly and well-functioning system is essential.",303,,41912,2025,41912_2025_24071,303,humanitarian,humanitarian,1
"Wir setzen uns dafür ein, dass Menschen ohne Aufenthaltsrecht Zugang zu medizinischer Grund- und Notfallversorgung erhalten",We are committed to ensuring that people without the right of residence have access to basic and emergency medical care,705.0,,41113,2009,41113_2009_5541,705,humanitarian,humanitarian,1
"Eine bessere, individuelle Förderung von Schülerinnen und Schülern mit Migrationshintergrund ist ebenfalls eine zentrale Voraussetzung für gleiche Bildungschancen.","Better, individual support for students with an immigrant background is also a key prerequisite for equal educational opportunities.",503.0,,41320,2013,41320_2013_28603,503,cultural,economic,0
"Das Gesetz sieht unter anderem vor: eine zwingende Regelausweisung, das Versagen eines Aufenthaltstitels und bei Doppelstaatlern den Verlust der deutschen Staatsangehörigkeit.","Among other things, the law provides for mandatory deportation, the denial of a residence permit and, in the case of dual nationals, the loss of German citizenship.",608.2,,41521,2025,41521_2025_86198,608.2,security,security,1
"Mit der erleichterten Möglichkeit, die deutsche Staatsangehörigkeit zu erwerben, haben wir vielen Menschen die Identifikation mit Deutschland erleichtert und ein starkes Zeichen für Teilhabe und Zugehörigkeit gesetzt.","By making it easier to acquire German citizenship, we have made it easier for many people to identify with Germany and sent a strong signal for participation and belonging.",607.2,,41320,2025,41320_2025_44782,607.2,cultural,cultural,1
"Um dem Einzelnen und seinen Begabungen gerecht zu werden, brauchen Schulen mit vielen Schülerinnen und Schülern aus bildungsfernen Familien mehr Lehrerinnen und Lehrer, darunter auch solche mit Migrationserfahrung.","To do justice to individuals and their talents, schools with many students from educationally disadvantaged families need more teachers, including those with migration experience.",705.0,,41521,2009,41521_2009_102827,705,cultural,cultural,1
"Schutzsuchende dürfen nicht in Staaten zurückgeschoben werden, in denen sie statt eines fairen Asylverfahrens Diskriminierung oder soziales Elend erwartet.",Protection seekers must not be returned to states where discrimination or social misery awaits them instead of a fair asylum procedure.,201.0,,41113,2013,41113_2013_34610,201,humanitarian,humanitarian,1
Dort können sich queere Geflüchtete zum Asylverfahren sowie zum Aufenthalts- und Migrationsrecht beraten lassen.,"There, queer refugees can get advice on the asylum procedure as well as on residence and migration law.",607.2,,41223,2021,41223_2021_39843,607.2,humanitarian,humanitarian,1
"Aus der ganzen Welt kommen Menschen mit Ideen nach Deutschland, gründen Unternehmen und schaffen Arbeitsplätze.","People with ideas come to Germany from all over the world, found companies and create jobs.",601.1,,41521,2017,41521_2017_65665,601.1,economic,economic,1
Auch in Zukunft werden wir Flüchtlingen helfen.,We will continue to help refugees in the future.,705.0,,41521,2013,41521_2013_75938,705,humanitarian,humanitarian,1
Die Bundesrepublik Deutschland ist ein Einwanderungsland,The Federal Republic of Germany is a country of immigration,,,41221,2002,41221_2002_48178,,cultural,cultural,1
Das individuelle Recht auf Asyl darf nicht untergraben werden.,The individual right to asylum must not be undermined.,201.2,,41912,2025,41912_2025_24106,201.2,humanitarian,humanitarian,1
"Wir sind bereit zu einer euro­päischen Harmonisierung, bei der der Staat Asyl nach Maßgabe der Gesetze gewährt",We are ready for a European harmonization in which the state grants asylum in accordance with the law,303.0,,41521,1998,41521_1998_99623,303,humanitarian,humanitarian,1
-   Auf dem Weg dorthin wollen wir auch die bestehenden Gehaltsgrenzen für die Einwanderung weiter absenken und anfängliche Sprachbarrieren abbauen.,"- Along the way, we also want to further lower the existing salary limits for immigration and reduce initial language barriers.",607.0,,41420,2013,41420_2013_26026,607,economic,economic,1
Die öffentlichen Institutionen und die Verwaltung wollen wir interkulturell öffnen und den Migrantenanteil der Angestellten im öffentlichen Dienst erhöhen.,We want to open up public institutions and the administration interculturally and increase the proportion of migrant employees in the public sector.,607.0,,41320,2009,41320_2009_55243,607,cultural,economic,0
4. Zuständigkeitsübertragung für den Vollzug von Abschiebungen an die Bundespolizei und deren entsprechende Ausstattung mit Personal und Kompetenzen.,4. transfer of responsibility for enforcing deportations to the federal police and equipping them accordingly with personnel and competencies.,605.1,,41953,2021,41953_2021_83871,605.1,security,security,1
"Wir wollen sie dafür gewinnen, ihre deutsche Staatsangehörigkeit zu behalten und Ja zu sagen zu unserem Land.",We want to convince them to keep their German citizenship and to say yes to our country.,607.0,,41521,2009,41521_2009_102852,607,cultural,cultural,1
Wegfall des grundsätzlichen Nachzugsanspruches für Familienangehörige subsidiär Schutzberechtigter,of the basic right of family members of persons entitled to subsidiary protection to join them in Germany,601.2,,41953,2025,41953_2025_1243,601.2,humanitarian,humanitarian,1
die Aufnahme von Schutzsuchenden den humanitären Verpflichtungen.,the admission of people seeking protection follows humanitarian obligations.,201.2,,41113,2025,41113_2025_20041,201.2,humanitarian,humanitarian,1
Wir Freie Demokraten halten das Menschenrecht auf Asyl für nicht verhandelbar.,We Free Democrats consider the human right to asylum to be non-negotiable.,201.2,,41420,2017,41420_2017_13378,201.2,humanitarian,humanitarian,1
Das gilt sowohl für Abschiebungen ins Herkunftsland als auch für Dublin-Rücküberstellungen ins EU-Ersteinreiseland.,This applies both to deportations to the country of origin and to Dublin returns to the EU country of first entry.,601.2,,41953,2025,41953_2025_1266,601.2,security,security,1
-   Asylbewerber sollen vom ersten Tag ihres rechtmäßigen Aufenthalts an arbeiten dürfen.,- Asylum seekers should be allowed to work from the first day of their legal stay.,201.0,,41420,2013,41420_2013_26073,201,economic,economic,1
Sie tritt für die Rückgabe der Hoheitsrechte zur Rechtssetzung von Asyl und Zuwanderung ein und schlägt dafür die folgenden Maßnahmen vor:,It advocates the return of sovereign rights to legislate on asylum and immigration and proposes the following measures to achieve this:,601.1,,41953,2021,41953_2021_83903,601.1,cultural,cultural,1
"Asylsuchende in Not- und Massen unte rkünften unterzubringen ist unmenschlich, teuer und integrationsfeindlich.","Housing asylum seekers in emergency and mass shelters is inhumane, expensive and hostile to integration.",201.2,,41223,2017,41223_2017_80974,201.2,humanitarian,humanitarian,1
Hilfsweise müssen die Migranten in aufnahmebereite Drittstaaten überführt werden.,"In the alternative, migrants must be transferred to third countries that are willing to receive them.",601.2,,41953,2017,41953_2017_45623,601.2,security,security,1
"Europa muss bereit sein, die großen Herausforderungen unserer Zeit zu bewältigen – die Folgen der Coronapandemie, den Klimawandel, Terrorismus und Migration.","Europe must be ready to meet the great challenges of our time - the consequences of the corona pandemic, climate change, terrorism and migration.",108,,41420,2021,41420_2021_62072,108,neutral,neutral,1
"Für Ortskräfte und bedrohte Frauen- und Menschenrechtler*innen, die aus Afghanistan nach Pakistan, Iran oder in die Türkei geflohen sind, müssen humanitäre Visa unbürokratisch erteilt werden.","Humanitarian visas must be issued unbureaucratically for local staff and threatened women's and human rights activists who have fled from Afghanistan to Pakistan, Iran or Turkey.",201.2,,41113,2025,41113_2025_20188,201.2,humanitarian,humanitarian,1
Zudem muss jetzt eine Neuorganisation der behördlichen Strukturen und Verfahren im Bereich der Arbeitsmigration folgen.,"In addition, a reorganization of official structures and procedures in the area of labour migration must now follow.",303,,41420,2025,41420_2025_42234,303,economic,economic,1
"DIE LINKE setzt sich für eine umfassende Visaliberalisierung sowie ein offenes und solidarisches Ein­ wanderungsrecht ein, das sich nicht mehr am Maßstab von Herkunft oder ökonomischer Verwertbarkeit orientiert.",DIE LINKE advocates a comprehensive liberalization of visas as well as an open and solidary immigration law that is no longer based on the criteria of origin or economic usability.,602.2,,41223,2021,41223_2021_40048,602.2,humanitarian,humanitarian,1
Unfaire und fehlerhafte Asylverfahren führen zu Rekordzahlen von Klagen bei den Verwaltungsgerichten.,Unfair and flawed asylum procedures lead to record numbers of complaints in administrative courts.,201.2,,41113,2017,41113_2017_57765,201.2,humanitarian,humanitarian,1
Die Aufnahme eines Studiums muss das Bleiberecht sicherstellen und vor Abschiebung schützen.,Taking up studies must ensure the right to stay and protect against deportation.,201.2,,41223,2017,41223_2017_80636,201.2,humanitarian,humanitarian,1
"Auf dem Gebiet der Sprachförderung müssen Angebote geschaffen und gebündelt werden, mit denen alle Zuwanderinnen und Zuwanderer erreicht werden.","In the field of language support, offers must be created and bundled to reach all immigrants.",705.0,,41420,2002,41420_2002_101201,705,cultural,cultural,1
"Wir GRÜNE wollen eine Heranführung dieser Staaten an die EU, das heißt Visafreiheit und das heißt Wirtschafts- und Umweltpartnerschaften aufbauen.","We Greens want to bring these states closer to the EU, that means visa-free travel and that means building economic and environmental partnerships.",108.0,,41113,2009,41113_2009_6378,108,economic,economic,1
Wir werden die Programme zur gezielten Ansprache und Gewinnung von herausragenden internationalen Wissenschaftlerinnen und Wissenschaftlern weiter ausbauen.,We will continue to expand the programs for specifically addressing and attracting outstanding international scientists.,411,,41521,2021,41521_2021_16154,411,economic,economic,1
"Wir beabsichtigen, im Rahmen einer Reform des Staatsangehörigkeitsrechts als Ab­schluß erfolgreicher Integration weitere Erleichterungen beim Erwerb der deutschen Staatsangehörigkeit zu gewähren","As part of a reform of the citizenship law, we intend to grant further facilitations for the acquisition of German citizenship as a conclusion to successful integration",607.0,,41521,1998,41521_1998_99633,607,cultural,cultural,1
"Wir wollen, gemeinsam mit der US-Regierung, mit positiven und negativen Anreizen beide Seiten zu direkten und substantiellen Friedensgesprächen unter Einbeziehung aller verhandlungsbereiten Kräfte bewegen, um möglichst bald einen Frieden aufgrundlage der Grenzen von 1967 mit Jerusalem als Hauptstadt beider Staaten und eine Lösung der Flüchtlingsfrage zu erreichen.","We want, together with the U.S. government, to use positive and negative incentives to encourage both sides to engage in direct and substantive peace talks involving all forces willing to negotiate, in order to achieve as soon as possible a peace based on the 1967 borders with Jerusalem as the capital of both states and a solution to the refugee issue.",107.0,,41113,2013,41113_2013_36097,107,neutral,neutral,1
"Menschen in Not helfen, Migration steuern und reduzieren, abgelehnte Bewerber konsequent zurückführen","Help people in need, manage and reduce migration, consistently repatriate rejected applicants",H,,41521,2017,41521_2017_65839,H,security,neutral,0
"Gerade in Deutschland, im Herzen Europas, ist das Miteinander mit unseren Nachbarn Alltagsrealität der Menschen - besonders in den Grenzregionen.","In Germany in particular, at the heart of Europe, living together with our neighbors is an everyday reality for people - especially in the border regions.",107,,41113,2025,41113_2025_20167,107,cultural,cultural,1
"Ein Staat, der das Grenzregime und damit die Hoheit über sein Staatsgebiet aufgibt, löst sich auf.",A state that gives up the border regime and thus sovereignty over its territory dissolves.,109,,41953,2017,41953_2017_45210,109,security,security,1
"Deshalb schaffen wir das Asylbewerberleistungsgesetz ab, überführen ihre Ansprüche ins SGB und beenden die unwürdige Gutscheinpraxis.","That is why we are abolishing the Asylum Seekers' Benefits Act, transferring their entitlements to the SGB and ending the undignified voucher practice.",504.0,,41113,2013,41113_2013_32644,504,humanitarian,humanitarian,1
Wir wollen eine gestaltete Einwanderungspolitik,We want a shaped immigration policy,705.0,,41113,2009,41113_2009_5509,705,neutral,neutral,1
"Industrieländer müssen aufhören, durch gezielte Abwerbung von Gesundheitsfachkräften die Gesundheitssysteme in Entwicklungsländern weiter zu schwächen.",Developed countries must stop further weakening health systems in developing countries through the targeted poaching of health workers.,107.0,,41113,2009,41113_2009_6436,107,economic,economic,1
Jegliche Form von Studiengebühren für Menschen mit und ohne deutschen Pass schaffen wir ab.,We abolish all forms of tuition fees for people with and without German passports.,506,,41223,2017,41223_2017_80628,506,humanitarian,humanitarian,1
Die astronomischen Kosten der Massenzuwanderung müssen transparent und lückenlos über alle staatlichen Ebenen ausgewiesen und in einem übergreifenden „Flüchtlingshaushalt“ unter demokratische Kontrolle gestellt werden.,"The astronomical costs of mass immigration must be reported transparently and without gaps across all levels of government and placed under democratic control in an overarching ""refugee budget.""",202.4,,41953,2017,41953_2017_45663,202.4,economic,economic,1
"17. Für eine gerechte Einwanderungsgesellschaft, Asylrecht verteidigen","17. for a just immigration society, defend the right to asylum",H,,41223,2025,41223_2025_72426,H,humanitarian,humanitarian,1
Wir fördern außerdem die durch Migration und insbesondere zirkuläre Migration entstehenden wertvollen Verbindungen zwischen der Diaspora in Deutschland und den Herkunftsgesellschaften.,"We also promote the valuable connections between the diaspora in Germany and the societies of origin that are created through migration and, in particular, circular migration.",107,,41113,2025,41113_2025_20159,107,cultural,cultural,1
Die Verantwortung darf nicht mithilfe von sichere Drittstaaten- oder Herkunftsländerregelungen verlagert werden.,Responsibility must not be shifted with the help of safe third country or country of origin regulations.,201.2,,41223,2025,41223_2025_72464,201.2,humanitarian,humanitarian,1
"Die Gesellschaft schrumpft, der Anteil der Menschen mit Migrationshintergrund nimmt zu.","Society is shrinking, and the proportion of people with an immigrant background is increasing.",607.0,,41113,2009,41113_2009_4881,607,cultural,cultural,1
"Auch in Deutschland sind viele Mädchen, die durch Flucht oder Migration hierher kommen, von Genitalverstümmelung betroffen.","In Germany, too, many girls who come here as a result of flight or migration are affected by genital mutilation.",705.0,,41113,2009,41113_2009_6031,705,humanitarian,humanitarian,1
"Eine zukunftsfähige, moderne Integrationspolitik kommt nicht ohne rechtliche Gleichstellung und die politische Integration der Migrantinnen und Migranten aus.","A sustainable, modern integration policy cannot do without legal equality and the political integration of migrants.",503.0,,41113,2005,41113_2005_98542,503,cultural,cultural,1
"Wir Freie Demokraten wollen, dass Deutschland ein Einwanderungsgesetz und endlich auch ein modernes Staatsbürgerschaftsrecht aus einem Guss bekommt – so wie andere erfolgreiche Einwanderungsländer auch.",We Free Democrats want Germany to have an immigration law and finally also a modern citizenship law from a single source - just like other successful immigration countries.,607.2,,41420,2017,41420_2017_12735,607.2,cultural,cultural,1
Es ist Zeit für eine geordnete Migrationspolitik,It's time for an orderly migration policy,H,,41320,2017,41320_2017_10763,H,neutral,neutral,1
"Wir wollen mehr Zusammenhalt in unserer Gesellschaft: Junge und Ältere, Frauen und Männer, Deutsche und Nicht-Deutsche, Gesunde und Kranke, Menschen mit und ohne Behinderung.","We want more cohesion in our society: young and old, women and men, Germans and non-Germans, healthy and sick, people with and without disabilities.",606.0,,41320,2013,41320_2013_27576,606,cultural,cultural,1
Ermöglichung eines Strafvollzuges in Drittstaaten für Drittstaatsangehörige nach dänischem Vorbild,Enabling the execution of sentences in third countries for third-country nationals based on the Danish model,605.1,,41953,2025,41953_2025_1427,605.1,security,security,1
Gerade wegen der Gewalt gegen Frauen treten wir für ein eigenständiges Aufenthaltsrecht von ausländischen EhepartnerInnen unabhängig von der Ehedauer ein,"because of violence against women, we advocate an independent right of residence for foreign spouses, regardless of the duration of the marriage",503.0,,41113,1998,41113_1998_8150,503,humanitarian,humanitarian,1
Zugleich behalten wir die Kontrolle über die Einwanderung in unser Land.,"At the same time, we retain control over immigration to our country.",305.3,,41320,2017,41320_2017_10820,305.3,security,security,1
"Wir fordern die Türkei auf, die Genfer Flüchtlingskonvention vollumfänglich umzusetzen.",We call on Turkey to fully implement the Geneva Convention on Refugees.,201.2,,41113,2021,41113_2021_94085,201.2,humanitarian,humanitarian,1
"Solange die Betroffenen keinen sicheren und eigenständigen Aufenthaltsstatus erhalten, sind die Täter durch die Angst der Opfer geschützt.","As long as the victims do not obtain a secure and independent residence status, the perpetrators are protected by the victims' fear.",201.2,,41223,2017,41223_2017_81159,201.2,humanitarian,humanitarian,1
"Spätaussiedler sind Deutsche und haben ein Recht darauf, im Rahmen des geordneten Aufnahmeverfahrens nach Deutschland zu kommen und hier für sich und ihre Familien eine Zukunft aufzubauen",Late repatriates are Germans and have a right to come to Germany within the framework of the orderly admission procedure and to build a future for themselves and their families here,601.0,,41521,1998,41521_1998_99568,601,cultural,cultural,1
"Während die Ostdeutschen ihre Wartenummern beim Arbeitsamt zogen, gaben sich westdeutsche und ausländische Unternehmer*innen bei der Treuhandanstalt die Klinke in die Hand.","While the East Germans were drawing their waiting numbers at the employment office, West German and foreign entrepreneurs were busy at the Treuhandanstalt.",503,,41223,2021,41223_2021_38944,503,neutral,cultural,0
Deshalb wollen wir eine wirksame gesetzliche Steuerung und Begrenzung der Zuwanderung,That is why we want effective legal control and limitation of immigration,608.0,,41320,1998,41320_1998_46976,608,security,security,1
nicht bleibeberechtigte und ausreisepflichtige Personen konsequent abschieben,consistently deport people who are not entitled to stay and who are obliged to leave the country,601.2,,41953,2025,41953_2025_1277,601.2,security,security,1
"Weiter engagieren wir uns für eine Verfassungsänderung, die allen Einwanderern mit Niederlassungsrecht das Kommunalwahlrecht ermöglicht.","Further, we are committed to a constitutional amendment that would allow all immigrants with settlement rights to vote in local elections.",202.0,,41113,2005,41113_2005_98694,202,cultural,cultural,1
"Ost und West, Stadt und Land, Wachstumsregion und dünn besiedelte Gebiete mit abwandernder Bevölkerung lassen sich nicht über einen Kamm scheren.","East and west, urban and rural, growth regions and sparsely populated areas with out-migrating populations cannot be lumped together.",301.0,,41113,2009,41113_2009_4893,301,economic,economic,1
Für internationale Studierende und Geflüchtete wollen wir sinnvolle Erleichterungen für die Aufnahme eines Studiums prüfen.,"For international students and refugees, we want to examine sensible simplifications for taking up a course of study.",607.2,,41113,2025,41113_2025_18989,607.2,humanitarian,neutral,0
Wir werden keine Menschen in Perspektivlosigkeit und Lebensgefahr abschieben.,We will not deport people into a lack of prospects and danger to their lives.,201.2,,41320,2017,41320_2017_10847,201.2,humanitarian,humanitarian,1
Das individuelle Asylrecht wird dadurch nicht an ge tastet.,This does not affect the individual right to asylum.,201.2,,41113,2017,41113_2017_57786,201.2,humanitarian,humanitarian,1
Die Reform des Gemeinsamen Europäischen Asylsystems (GEAS) setzen wir - wie jedes Recht - auf nationaler Ebene grund- und menschenrechtskonform um.,We will implement the reform of the Common European Asylum System (CEAS) - as we do every right - at national level in accordance with fundamental and human rights.,108,,41113,2025,41113_2025_20134,108,humanitarian,humanitarian,1
"Rückübernahmeabkommen dürfen aber nicht zur Bedingung in anderen Politikbereichen, etwa entwicklungspolitischer oder rechtsstaatlicher Unterstützung, gemacht werden, nicht für Drittstaatsangehörige gelten oder das Einwanderungsrecht konterkarieren.","Readmission agreements, however, must not be made a condition in other policies, such as development or rule of law assistance, apply to third-country nationals, or counteract immigration law.",107,,41113,2021,41113_2021_94297,107,security,security,1
Sie haben ein vernünftiges Einwanderungsgesetzblockiert und zögern beim Ausbau einer besseren Kinderbetreuung.,They have blocked a sensible immigration bill and are dithering on expanding better child care.,604.0,,41320,2005,41320_2005_69560,604,neutral,neutral,1
"Und wir brauchen ein Europäisches Mobilitätsprogramm, aus dem junge Menschen unterstützt werden können, wenn sie in einem anderen Mitgliedstaat eine Ausbildung oder einen Arbeitsplatz aufnehmen möchten.",And we need a European Mobility Program from which young people can be supported if they want to take up training or a job in another member state.,108,,41320,2017,41320_2017_11363,108,economic,economic,1
Ebenso werden wir in diesem Zusammenhang Anreize zur freiwilligen Rückkehr ausbauen.,"In this context, we will also expand incentives for voluntary return.",601.2,,41953,2025,41953_2025_1196,601.2,neutral,neutral,1
Wir stehen zum Recht auf Asyl.,We stand by the right to asylum.,201.2,,41320,2017,41320_2017_10851,201.2,humanitarian,humanitarian,1
